CCLE Cell Line Name,Primary Cell Line Name,Compound,Target,Doses (uM),Activity Data (median),Activity SD,Num Data,FitType,EC50 (uM),IC50 (uM),Amax,ActArea
HCC70_BREAST,HCC70,Paclitaxel,TUBB1,".0025,.0080,.025,.080,.25,.80,2.53,8","-16,-48,-71,-84,-86,-89,-81,-85","11.5,5.12,19.0,6.71,10.1,10.9,14.0,10.9",8,Sigmoid,5.986502122,0.004960467,-93.31398773,5.4912
HDQP1_BREAST,HDQ-P1,Paclitaxel,TUBB1,".0025,.0080,.025,.080,.25,.80,2.53,8","-64,-72,-83,-82,-86,-85,-85,-80","41.0,17.6,1.93,3.79,3.59,2.98,5.56,5.92",8,Constant,NA,0.002542614,-83.65821838,6.3132
HMC18_BREAST,HMC-1-8,Paclitaxel,TUBB1,".0025,.0080,.025,.080,.25,.80,2.53,8","-21,-61,-75,-84,-87,-88,-85,-76",".22,2.22,1.34,.60,1.55,1.04,3.66,1.78",8,Sigmoid,5.85303903,0.005512764,-85.09510803,5.3291
HS578T_BREAST,Hs 578T,Paclitaxel,TUBB1,".0025,.0080,.025,.080,.25,.80,2.53,8","-50,-68,-89,-95,-96,-97,-95,-97","12.9,1.15,1.07,.68,.13,.30,1.61,1.36",8,Sigmoid,0.012234147,8,-96.14067078,6.8292
HS739T_BREAST,Hs 739.T,Paclitaxel,TUBB1,".0025,.0080,.025,.080,.25,.80,2.53,8","-61,-39,-43,-57,-42,-64,-65,-67","2.69,8.51,10.8,24.7,16.5,11.4,.19,5.30",8,Constant,NA,0.002542614,-57.89466095,3.9177
MB157_BREAST,MB 157,Paclitaxel,TUBB1,".0025,.0080,.025,.080,.25,.80,2.53,8","-12,-54,-79,-84,-85,-87,-89,-87","11.4,1.81,4.73,.45,2.23,3.82,4.54,2.39",8,Sigmoid,0.00508592,0.006887264,-86.59925842,5.9969
MCF7_BREAST,MCF7,Paclitaxel,TUBB1,".0025,.0080,.025,.080,.25,.80,2.53,8","-82,-58,-95,-111,-103,-94,-88,-96","4.19,6.21,7.29,23.8,1.69,19.4,21.3,13.7",8,Sigmoid,0.018153984,8,-98.35580444,3.7399
MDAMB157_BREAST,MDA-MB-157,Paclitaxel,TUBB1,".0025,.0080,.025,.080,.25,.80,2.53,8","-14,-40,-54,-63,-52,-44,-48,-38","11.4,12.2,6.72,4.50,3.80,3.84,8.30,7.88",8,Sigmoid,0.006675275,8,-49.85776138,3.8675
MDAMB175VII_BREAST,MDA-MB-175-VII,Paclitaxel,TUBB1,".0025,.0080,.025,.080,.25,.80,2.53,8","-32,-10.0,-34,-30,-31,-33,-33,-19","13.9,18.9,11.6,9.08,7.11,23.0,3.09,14.5",8,Constant,NA,8,-27.41684151,2.2575
MDAMB415_BREAST,MDA-MB-415,Paclitaxel,TUBB1,".0025,.0080,.025,.080,.25,.80,2.53,8","-43,-43,-40,-54,-38,-53,-62,-53","4.07,2.37,13.9,27.7,2.64,23.5,5.32,30.7",8,Constant,NA,8,-43.37302399,2.8461
MDAMB436_BREAST,MDA-MB-436,Paclitaxel,TUBB1,".0025,.0080,.025,.080,.25,.80,2.53,8","-23,-19,-62,-75,-76,-72,-74,-78","13.2,12.2,.93,.014,2.75,3.86,1.87,.56",8,Sigmoid,0.014086062,0.016697872,-75.29532623,4.6231
MDAMB453_BREAST,MDA-MB-453,Paclitaxel,TUBB1,".0025,.0080,.025,.080,.25,.80,2.53,8","-45,-70,-82,-81,-80,-85,-78,-82","33.8,2.72,.85,1.73,3.32,1.74,2.29,2.64",8,Constant,NA,0.002542614,-80.16636658,5.5396
MDAMB468_BREAST,MDA-MB-468,Paclitaxel,TUBB1,".0025,.0080,.025,.080,.25,.80,2.53,8","-54,-71,-79,-85,-82,-81,-76,-82","5.75,1.75,.75,2.43,6.00,4.26,2.62,3.28",8,Sigmoid,0.00576519,8,-81.0297699,6.075
SKBR3_BREAST,SK-BR-3,Paclitaxel,TUBB1,".0025,.0080,.025,.080,.25,.80,2.53,8","-13,-26,-80,-72,-82,-86,-83,-79","13.2,14.1,7.01,5.88,5.75,2.74,5.47,6.69",8,Sigmoid,0.010640944,0.011064467,-80.83483124,5.046
T47D_BREAST,T-47D,Paclitaxel,TUBB1,".0025,.0080,.025,.080,.25,.80,2.53,8","-23,-43,-48,-47,-55,-47,-46,-41","24.6,3.16,6.68,.31,7.16,7.89,17.8,10.8",8,Constant,NA,8,-45.69276428,3.3375
UACC812_BREAST,UACC-812,Paclitaxel,TUBB1,".0025,.0080,.025,.080,.25,.80,2.53,8","-54,-45,-72,-75,-61,-68,-56,-65","11.5,44.9,9.52,5.74,3.83,5.43,9.23,8.42",8,Constant,NA,0.002542614,-61.24596405,4.0004
ZR751_BREAST,ZR-75-1,Paclitaxel,TUBB1,".0025,.0080,.025,.080,.25,.80,2.53,8","-29,-64,-79,-79,-66,-70,-75,-54","20.5,3.58,4.71,3.56,10.4,7.20,1.30,3.95",8,Sigmoid,0.006129042,0.005975602,-72.4180069,4.4743
ZR7530_BREAST,ZR-75-30,Paclitaxel,TUBB1,".0025,.0080,.025,.080,.25,.80,2.53,8","-20,-22,-51,-54,-53,-58,-44,-43","16.3,1.72,22.8,6.02,5.33,7.39,15.7,1.03",8,Sigmoid,0.013243685,0.028183434,-50.68854904,2.1929
AU565_BREAST,AU565,Panobinostat,HDAC,".0025,.0080,.025,.080,.25,.80,2.53,8","8.81,-10,-36,-90,-101,-101,-101,-103","2.53,14.8,1.80,5.58,.13,.23,.22,.051",8,Sigmoid,0.030530715,0.032399986,-101.9824753,5.0888
BT20_BREAST,BT-20,Panobinostat,HDAC,".0025,.0080,.025,.080,.25,.80,2.53,8","-26,-23,-38,-42,-75,-92,-96,-97","40.7,29.6,17.9,37.2,11.4,4.73,2.53,1.12",8,Sigmoid,0.091061704,0.057080079,-97.70919037,4.53
BT474_BREAST,BT-474,Panobinostat,HDAC,".0025,.0080,.025,.080,.25,.80,2.53,8","2.65,-20,-63,-107,-121,-120,-121,-120","13.5,1.88,5.10,1.30,.054,1.37,.018,1.43",8,Sigmoid,0.024930065,0.019058252,-121.486969,5.1333
BT549_BREAST,BT-549,Panobinostat,HDAC,".0025,.0080,.025,.080,.25,.80,2.53,8","8.90,10.9,6.74,-40,-71,-90,-90,-95","8.46,7.54,18.9,9.48,4.88,.27,.41,.48",8,Sigmoid,0.087065749,0.114801176,-93.39987946,3.7698
CAL851_BREAST,CAL-85-1,Panobinostat,HDAC,".0025,.0080,.025,.080,.25,.80,2.53,8","-7.2,-19,-41,-67,-85,-95,-96,-98","8.24,19.0,11.0,4.99,.24,.26,.38,.63",8,Sigmoid,0.027362019,0.028650077,-98.42861938,4.751
CAMA1_BREAST,CAMA-1,Panobinostat,HDAC,".0025,.0080,.025,.080,.25,.80,2.53,8","-17,-21,-42,-93,-100,-99,-100,-97","22.0,7.20,7.30,.56,.49,.60,1.61,2.25",8,Sigmoid,0.034508243,0.029613037,-99.25998688,5.0138
EFM19_BREAST,EFM-19,Panobinostat,HDAC,".0025,.0080,.025,.080,.25,.80,2.53,8","-5.3,-7.3,-44,-94,-101,-101,-102,-104","10.9,1.51,8.29,1.11,1.78,1.46,2.24,1.50",8,Sigmoid,0.029494157,0.028204657,-102.1850052,4.9716
HCC1187_BREAST,HCC1187,Panobinostat,HDAC,".0025,.0080,.025,.080,.25,.80,2.53,8","9.49,17.5,-2.1,-43,-73,-85,-93,-95","2.77,13.6,14.1,3.05,.28,2.27,.23,1.43",8,Sigmoid,0.075580336,0.103851922,-94.03689575,3.683
HCC1395_BREAST,HCC1395,Panobinostat,HDAC,".0025,.0080,.025,.080,.25,.80,2.53,8","21.2,-19,-2.0,-24,-23,-68,-83,-102","12.5,7.98,10.4,5.33,10.9,6.91,8.59,.33",8,Sigmoid,0.667128921,0.539499223,-98.88056946,2.8148
HCC1569_BREAST,HCC1569,Panobinostat,HDAC,".0025,.0080,.025,.080,.25,.80,2.53,8","-7.8,.25,-2.6,-14,-52,-86,-97,-99",".29,15.7,13.3,2.28,3.76,.34,1.38,1.02",8,Sigmoid,0.262126952,0.25102365,-98.63246918,3.2022
HCC1806_BREAST,HCC1806,Panobinostat,HDAC,".0025,.0080,.025,.080,.25,.80,2.53,8","10.6,1.50,-19,-61,-82,-96,-97,-98","7.88,2.79,27.9,4.41,5.22,.44,.060,.15",8,Sigmoid,0.040593732,0.054945543,-98.27983856,4.4637
HCC1954_BREAST,HCC1954,Panobinostat,HDAC,".0025,.0080,.025,.080,.25,.80,2.53,8","25.9,10.4,-14,-39,-72,-87,-91,-94","16.9,3.39,6.01,15.0,1.31,1.05,1.58,.82",8,Sigmoid,0.056485623,0.091688529,-93.37232208,3.7483
HCC70_BREAST,HCC70,Panobinostat,HDAC,".0025,.0080,.025,.080,.25,.80,2.53,8","1.27,-12,-13,-57,-85,-94,-95,-97","6.67,1.75,1.32,6.01,5.20,.77,.30,.85",8,Sigmoid,0.064182766,0.067174263,-95.62513733,4.4205
HDQP1_BREAST,HDQ-P1,Panobinostat,HDAC,".0025,.0080,.025,.080,.25,.80,2.53,8","16.7,8.62,-16,-82,-92,-95,-95,-97","3.07,10.3,.013,5.15,.27,.48,.13,1.07",8,Sigmoid,0.036819633,0.042588428,-95.21109009,4.718
HMC18_BREAST,HMC-1-8,Panobinostat,HDAC,".0025,.0080,.025,.080,.25,.80,2.53,8","-1.6,1.65,-.97,-4.7,-68,-95,-96,-97","2.02,.33,4.38,9.38,2.01,.076,.0066,.011",8,Sigmoid,0.181523874,0.18679598,-96.47415924,3.0692
HS578T_BREAST,Hs 578T,Panobinostat,HDAC,".0025,.0080,.025,.080,.25,.80,2.53,8","-4.9,.93,.42,-57,-88,-92,-94,-96",".64,5.17,8.64,1.78,1.04,1.25,.24,.20",8,Sigmoid,0.069573343,0.072077319,-93.50769043,4.1861
HS739T_BREAST,Hs 739.T,Panobinostat,HDAC,".0025,.0080,.025,.080,.25,.80,2.53,8","-15,-15,-17,-39,-60,-76,-85,-87","2.37,15.2,9.05,8.74,2.29,7.57,3.11,6.41",8,Sigmoid,0.161708698,0.155537844,-86.96986389,3.1432
MB157_BREAST,MB 157,Panobinostat,HDAC,".0025,.0080,.025,.080,.25,.80,2.53,8","-19,3.51,-21,-75,-92,-94,-96,-97","24.1,37.5,6.33,1.47,.62,.36,1.60,1.96",8,Sigmoid,0.046542194,0.047388416,-95.5587616,5.2715
MDAMB157_BREAST,MDA-MB-157,Panobinostat,HDAC,".0025,.0080,.025,.080,.25,.80,2.53,8","10.9,-9.2,-6.7,-40,-84,-95,-96,-97","7.05,11.4,5.19,14.3,1.49,.59,.85,.65",8,Sigmoid,0.077617005,0.085610405,-96.51529694,4.2399
MDAMB175VII_BREAST,MDA-MB-175-VII,Panobinostat,HDAC,".0025,.0080,.025,.080,.25,.80,2.53,8","-10,4.19,-25,-43,-82,-89,-97,-99",".21,.28,4.87,4.07,5.11,2.64,1.74,1.66",8,Sigmoid,0.107506216,0.093414493,-97.84088135,3.7079
MDAMB415_BREAST,MDA-MB-415,Panobinostat,HDAC,".0025,.0080,.025,.080,.25,.80,2.53,8","-3.2,-39,8.41,-110,-119,-125,-132,-132","2.46,8.88,10.6,15.6,15.3,11.9,11.6,10.9",8,Sigmoid,0.057651918,0.051927954,-127.8420715,4.546
MDAMB436_BREAST,MDA-MB-436,Panobinostat,HDAC,".0025,.0080,.025,.080,.25,.80,2.53,8","-7.3,-6.6,-26,-38,-59,-69,-74,-75","3.01,9.05,2.77,2.51,4.02,5.26,.96,2.68",8,Sigmoid,0.079673111,0.145099983,-75.62155151,3.1806
MDAMB453_BREAST,MDA-MB-453,Panobinostat,HDAC,".0025,.0080,.025,.080,.25,.80,2.53,8","-5.6,-34,-89,-98,-98,-98,-100,-102","13.2,10.3,.14,.18,.61,.041,.84,.47",8,Sigmoid,0.011434652,0.010588877,-99.11966705,5.7776
MDAMB468_BREAST,MDA-MB-468,Panobinostat,HDAC,".0025,.0080,.025,.080,.25,.80,2.53,8","-2.2,27.6,17.9,-25,-44,-84,-93,-96","13.3,16.6,3.15,22.7,2.65,1.76,.25,.086",8,Sigmoid,0.220418647,0.282739013,-95.92067719,3.384
SKBR3_BREAST,SK-BR-3,Panobinostat,HDAC,".0025,.0080,.025,.080,.25,.80,2.53,8","12.4,-26,-34,-91,-98,-98,-98,-100",".043,3.95,5.22,.58,.16,.13,.65,.28",8,Sigmoid,0.028720556,0.031782795,-98.62973785,5.2138
T47D_BREAST,T-47D,Panobinostat,HDAC,".0025,.0080,.025,.080,.25,.80,2.53,8","3.94,9.88,18.9,-70,-93,-93,-95,-97","4.22,26.6,22.1,4.65,1.37,.18,.51,.048",8,Sigmoid,0.060682308,0.06439659,-94.66168213,4.3607
UACC812_BREAST,UACC-812,Panobinostat,HDAC,".0025,.0080,.025,.080,.25,.80,2.53,8","-8.1,4.92,-9.1,-52,-99,-111,-117,-118","13.8,25.2,19.0,13.5,36.9,20.8,17.9,18.2",8,Sigmoid,0.090869009,0.0691723,-128.3476868,3.7262
ZR751_BREAST,ZR-75-1,Panobinostat,HDAC,".0025,.0080,.025,.080,.25,.80,2.53,8","23.7,-12,-5.1,-90,-108,-112,-115,-116","23.5,15.3,11.7,3.82,2.69,2.32,2.31,2.19",8,Sigmoid,0.052490581,0.050002981,-112.9772034,4.6473
ZR7530_BREAST,ZR-75-30,Panobinostat,HDAC,".0025,.0080,.025,.080,.25,.80,2.53,8","-7.5,-37,-41,-80,-98,-103,-101,-113","1.62,9.84,4.50,2.17,2.38,4.18,.94,2.43",8,Sigmoid,0.036143012,0.029439772,-107.2031784,4.2563
AU565_BREAST,AU565,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","8.40,-9.1,-.85,-5.6,-15,-36,-31,-80","6.74,17.0,6.22,.41,14.7,13.9,9.67,.84",8,Sigmoid,8.669332635,3.295681238,-76.0761795,1.5268
BT20_BREAST,BT-20,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","17.3,1.70,26.2,8.63,16.9,-8.8,-43,-47","14.2,21.7,8.61,13.9,46.6,20.4,1.65,14.3",8,Linear,NA,8,-50.4903183,0.9371
BT474_BREAST,BT-474,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","5.38,18.6,.53,19.2,-11,.84,-29,-42",".98,13.9,4.57,21.2,15.4,11.0,6.86,16.6",8,Sigmoid,1.870322704,8,-42.5567627,0.6517
BT549_BREAST,BT-549,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","8.77,-5.1,4.75,-18,-34,-52,-51,-75","2.45,3.31,12.9,7.67,6.61,1.46,3.15,4.14",8,Sigmoid,1.14700067,1.155879736,-72.35581207,2.1067
CAL851_BREAST,CAL-85-1,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","-7.7,17.0,4.82,.62,-32,-63,-68,-80","15.3,2.81,2.41,2.74,.62,27.1,4.21,2.59",8,Sigmoid,0.322638541,0.650694251,-77.54522705,2.3477
CAMA1_BREAST,CAMA-1,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","12.8,-3.5,10.4,-12,1.55,-11,-36,-53","10.3,13.6,6.67,14.9,2.13,11.8,4.31,11.3",8,Sigmoid,1.824441791,6.142372131,-52.99549103,0.8191
EFM19_BREAST,EFM-19,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","11.1,5.83,2.32,11.0,-.82,-25,-47,-75","3.23,1.72,4.10,17.6,4.54,7.77,20.9,2.03",8,Sigmoid,1.504322767,2.197538853,-75.08344269,1.4292
HCC1187_BREAST,HCC1187,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","-2.5,23.0,14.6,7.70,-1.3,4.16,-6.1,-61","5.08,25.8,9.85,10.4,5.36,24.6,16.0,3.74",8,Sigmoid,8.413896109,7.012154579,-60.66695023,0.5931
HCC1569_BREAST,HCC1569,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","5.37,7.55,-.66,17.5,2.51,-1.4,-8.6,-22","6.20,28.2,15.7,22.3,5.49,10.8,7.70,13.2",8,Constant,NA,8,0.043908849,0.2124
HCC1806_BREAST,HCC1806,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","17.0,12.5,2.45,8.43,-34,-37,-63,-67","3.87,21.1,.61,5.54,9.52,12.0,8.92,6.46",8,Sigmoid,0.323268682,1.085390449,-67.5016861,2.0956
HCC1954_BREAST,HCC1954,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","14.4,16.3,5.98,.84,-1.9,-17,-38,-71","3.29,2.28,.88,17.2,12.4,14.7,10.1,2.00",8,Sigmoid,8.787153445,4.060050011,-71.12293243,1.2052
HCC70_BREAST,HCC70,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","4.97,-6.7,-.10,.33,-4.7,-5.4,-13,-62","11.7,5.17,16.0,17.2,12.7,11.1,7.14,6.30",8,Sigmoid,8.45733303,6.826366901,-61.81717682,0.7232
HDQP1_BREAST,HDQ-P1,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","10.7,17.9,18.4,18.3,-24,-26,-20,-48","6.85,7.21,18.1,3.52,4.65,11.8,13.1,22.5",8,Sigmoid,0.159010917,8,-26.38040352,2.0498
HMC18_BREAST,HMC-1-8,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","4.74,2.49,2.25,9.75,-.040,1.42,-16,-56",".32,.99,5.46,3.35,7.18,8.70,2.35,4.62",8,Sigmoid,5.06136179,6.624199867,-56.49227905,0.4812
HS578T_BREAST,Hs 578T,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","4.46,2.92,-7.2,11.4,-8.7,-29,-35,-53",".32,3.93,13.4,.0020,5.82,7.83,8.05,3.19",8,Sigmoid,0.836462379,5.510804653,-52.01639175,1.2571
HS739T_BREAST,Hs 739.T,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","15.1,-8.8,11.5,-16,-33,-44,-37,-57","10.8,19.4,3.85,17.6,7.71,7.57,8.48,9.93",8,Sigmoid,0.105217367,8,-46.89118195,1.6582
MB157_BREAST,MB 157,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","25.3,31.2,14.8,10.9,-15,-4.1,-42,-62","17.1,.84,40.9,7.16,7.28,2.50,.19,3.70",8,Sigmoid,8.11795324,4.426551342,-62.73643112,1.4788
MCF7_BREAST,MCF7,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53","20.2,21.3,.71,.29,4.87,-21,-23","27.3,5.81,21.4,35.4,12.9,7.66,23.6",7,Constant,NA,2.531646013,-0.857279718,0.01511
MDAMB157_BREAST,MDA-MB-157,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8",".21,-3.7,-8.3,7.38,-21,-25,-55,-44","18.5,.65,3.88,20.6,18.6,10.9,5.62,3.69",8,Sigmoid,0.843292832,8,-49.47200775,1.9967
MDAMB175VII_BREAST,MDA-MB-175-VII,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","8.14,-16,-20,.88,-27,-1.7,-16,-37","19.4,.64,9.08,5.88,2.11,10.1,8.03,21.0",8,Constant,NA,8,-14.38559532,0.8396
MDAMB415_BREAST,MDA-MB-415,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","-9.5,13.7,2.92,10.9,-37,-36,-57,-58","15.2,3.14,38.8,41.3,35.5,19.9,25.6,17.5",8,Linear,NA,1.784172038,-59.55448532,1.4923
MDAMB436_BREAST,MDA-MB-436,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","7.89,13.1,7.80,-1.2,-12,-25,-52,-71","13.1,12.6,7.74,11.2,13.4,11.9,13.1,4.86",8,Sigmoid,2.271178246,2.568143845,-71.44654083,1.4521
MDAMB453_BREAST,MDA-MB-453,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","14.9,10.7,14.5,4.25,-3.0,-30,-48,-80","1.00,7.56,11.8,13.4,1.05,16.3,.90,.25",8,Sigmoid,4.4094944,2.731821299,-80.55567932,1.3141
MDAMB468_BREAST,MDA-MB-468,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","6.32,13.8,17.3,36.1,-32,-25,-76,-77","19.4,1.66,5.38,25.6,17.5,13.3,5.20,1.36",8,Sigmoid,0.811531782,1.028384566,-77.47663116,1.9761
SKBR3_BREAST,SK-BR-3,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","1.80,7.36,25.6,-4.4,-7.6,-33,-41,-76","27.5,.37,13.5,.70,18.9,19.4,18.7,.096",8,Sigmoid,8.306926671,2.961314678,-75.18147278,1.4072
T47D_BREAST,T-47D,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","9.54,4.32,-11,-7.7,-10,-34,-28,-55","11.7,2.22,21.6,6.85,2.35,7.76,10.5,12.9",8,Sigmoid,8.245346178,6.936302662,-51.97096252,1.4747
UACC812_BREAST,UACC-812,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","-2.6,31.4,7.96,12.8,28.5,9.80,-5.5,-86","13.3,21.6,7.35,19.8,34.6,27.9,10.3,42.0",8,Constant,NA,8,-0.496263444,0.7273
ZR751_BREAST,ZR-75-1,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","19.4,-3.3,31.9,53.7,21.5,11.4,-20,-60","6.94,2.01,14.0,14.6,22.7,61.7,30.1,18.0",8,Linear,NA,2.870313284,-60.07157898,0.5897
ZR7530_BREAST,ZR-75-30,RAF265,RAF,".0025,.0080,.025,.080,.25,.80,2.53,8","-.67,-15,-11,-16,-24,-15,-39,-92","11.2,3.53,25.1,17.9,14.9,3.78,5.27,8.51",8,Sigmoid,8.98625651,3.597822189,-91.71688843,1.5955
AU565_BREAST,AU565,Sorafenib,RTK,".0025,.0080,.025,.080,.25,.80,2.53,8","1.35,1.88,-1.0,4.38,11.1,13.9,7.03,-49","7.05,6.25,1.48,.97,16.0,15.5,11.0,6.66",8,Sigmoid,7.585767269,8,-48.71353531,0.6273
BT20_BREAST,BT-20,Sorafenib,RTK,".0025,.0080,.025,.080,.25,.80,2.53,8","-30,-14,-13,-18,-.088,22.1,17.1,-30","3.13,27.5,7.38,17.7,12.9,33.9,38.2,14.5",8,Linear,NA,8,-30.685709,0.4714
BT474_BREAST,BT-474,Sorafenib,RTK,".0080,.025,.080,.25,.80,2.53,8","-4.7,10.7,-19,8.63,.41,6.93,-76","17.7,16.9,4.28,7.60,16.9,20.2,6.23",7,Sigmoid,6.539692402,6.462950706,-75.86407471,0.8083
BT549_BREAST,BT-549,Sorafenib,RTK,".0025,.0080,.025,.080,.25,.80,2.53,8","-12,8.91,-10,1.84,-8.5,9.46,-6.1,-53","8.12,.77,4.93,14.7,13.3,7.64,5.01,7.59",8,Sigmoid,4.086617947,6.408694744,-53.30310822,0.5889
CAL851_BREAST,CAL-85-1,Sorafenib,RTK,".0025,.0080,.025,.080,.25,.80,2.53,8","10.2,-10,1.59,6.34,25.2,3.95,34.2,2.67","3.43,10.4,9.59,3.14,39.2,13.3,22.2,5.63",8,Constant,NA,8,7.150664806,0.04859
CAMA1_BREAST,CAMA-1,Sorafenib,RTK,".0025,.0080,.025,.080,.25,.80,2.53,8","21.3,.26,14.1,-8.0,23.4,24.8,41.9,-13","13.4,12.3,4.04,.17,16.0,10.4,12.8,9.85",8,Linear,NA,8,-11.27982712,0.1544
EFM19_BREAST,EFM-19,Sorafenib,RTK,".0025,.0080,.025,.080,.25,.80,2.53,8","-10,14.6,-3.0,-6.5,1.18,-3.6,-7.1,-45","8.72,15.4,8.21,13.3,.021,4.42,10.6,5.08",8,Sigmoid,8.346948667,8,-44.88508606,0.3749
HCC1187_BREAST,HCC1187,Sorafenib,RTK,".0025,.0080,.025,.080,.25,.80,2.53,8","-13,4.36,21.1,5.28,26.9,24.6,32.1,21.3","2.44,7.18,10.4,9.90,4.90,3.83,9.02,29.5",8,Linear,NA,8,-13.69319439,0.2117
HCC1395_BREAST,HCC1395,Sorafenib,RTK,".0025,.0080,.025,.080,.25,.80,2.53,8","17.3,8.17,-14,-22,14.5,6.46,18.2,.20","3.35,26.0,11.8,10.8,1.51,1.87,17.9,2.13",8,Constant,NA,8,5.753137112,0.3345
HCC1569_BREAST,HCC1569,Sorafenib,RTK,".0025,.0080,.025,.080,.25,.80,2.53,8","-17,-4.7,12.2,-14,9.19,-5.9,14.5,-2.8","3.41,9.23,13.5,15.6,19.7,19.0,1.78,10.6",8,Constant,NA,8,-1.223641276,0.2041
HCC1806_BREAST,HCC1806,Sorafenib,RTK,".0025,.0080,.025,.080,.25,.80,2.53,8","2.64,-5.5,-13,-.68,20.4,-.31,17.8,-34","18.3,18.1,18.4,3.74,10.1,8.20,19.2,4.30",8,Sigmoid,8.041353408,8,-34.04872894,0.8092
HCC1954_BREAST,HCC1954,Sorafenib,RTK,".0025,.0080,.025,.080,.25,.80,2.53,8","-17,1.94,11.0,14.8,18.9,27.1,20.2,-38","3.20,1.90,9.75,2.01,25.8,14.4,19.2,15.1",8,Sigmoid,6.816840172,8,-38.02629089,0.4548
HCC70_BREAST,HCC70,Sorafenib,RTK,".0025,.0080,.025,.080,.25,.80,2.53,8","-1.0,-12,1.47,-.067,19.5,4.68,50.8,-8.1","13.3,11.5,10.0,3.26,6.55,11.9,23.4,56.1",8,Constant,NA,8,15.84894657,0.5751
HDQP1_BREAST,HDQ-P1,Sorafenib,RTK,".0025,.0080,.025,.080,.25,.80,2.53,8","-8.9,5.23,17.2,12.9,26.5,25.2,30.8,21.0","5.67,7.84,1.66,10.3,9.68,10.3,.54,8.54",8,Linear,NA,8,-9.38524437,0.1197
HMC18_BREAST,HMC-1-8,Sorafenib,RTK,".0025,.0080,.025,.080,.25,.80,2.53,8","6.25,-4.4,9.73,5.77,12.4,11.1,-3.1,-54",".18,1.76,2.91,4.63,6.70,1.15,5.90,7.38",8,Sigmoid,3.643955708,6.195916176,-53.60719681,0.2971
HS578T_BREAST,Hs 578T,Sorafenib,RTK,".0025,.0080,.025,.080,.25,.80,2.53,8","-2.3,-3.4,-2.3,-9.9,6.62,13.0,6.98,10.1","2.15,9.03,2.36,7.45,17.6,2.90,4.06,2.60",8,Constant,NA,8,0.938483179,0.05614
HS739T_BREAST,Hs 739.T,Sorafenib,RTK,".0025,.0080,.025,.080,.25,.80,2.53,8","-8.7,-3.7,-18,9.28,-7.9,8.28,-25,5.58","6.00,4.60,4.56,3.22,7.42,6.29,11.5,17.8",8,Constant,NA,8,-5.496549129,0.8671
MB157_BREAST,MB 157,Sorafenib,RTK,".0025,.0080,.025,.080,.25,.80,2.53,8","4.10,.45,-6.7,-13,13.2,30.9,37.3,-21","21.1,6.85,15.2,29.7,20.2,44.4,22.1,3.68",8,Linear,NA,8,-20.44797325,0.4643
MCF7_BREAST,MCF7,Sorafenib,RTK,".0025,.0080,.025,.080,.25,.80,2.53,8","7.18,1.91,9.99,41.9,17.4,17.2,26.8,-7.5","23.1,17.9,23.1,22.9,50.6,34.3,19.4,11.5",8,Constant,NA,8,13.85257816,0
MDAMB157_BREAST,MDA-MB-157,Sorafenib,RTK,".0025,.0080,.025,.080,.25,.80,2.53,8","-10,1.77,17.2,10.8,-2.9,18.3,5.14,-38","2.62,6.85,6.37,3.10,5.34,8.05,.049,10.1",8,Sigmoid,5.865414143,8,-38.13471222,0.5498
MDAMB175VII_BREAST,MDA-MB-175-VII,Sorafenib,RTK,".0025,.0080,.025,.080,.25,.80,2.53,8","2.84,16.7,-.021,16.7,1.75,37.3,18.2,-6.6","23.4,7.99,9.12,13.6,6.42,2.39,.76,3.25",8,Constant,NA,8,9.457919121,0.07455
